Contract_Term,State,Company,Industry,Load,Peak_Rate,Off_Peak_Rate
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,750,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,424,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,286,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,404,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,424,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,275,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,177,9.19,6.58
48,QLD,Company 1,PROPERTY AND BUSINESS SERVICES,578,9.19,6.58
54,VIC,Company 2,MANUFACTURING,227,12.22,8.01
57,NSW,Company 3,PROPERTY AND BUSINESS SERVICES,118,11.89,7.4
12,NSW,Company 4,MANUFACTURING,1347,10.05,6.81
12,VIC,Company 4,MANUFACTURING,233,10.3,7.71
12,VIC,Company 5,WHOLESALE TRADE,367,10.53,7.52
36,NSW,Company 6,PROPERTY AND BUSINESS SERVICES,183,12.63,8.75
48,NSW,Company 7,MANUFACTURING,140,10.95,7.26
57,QLD,Company 7,MANUFACTURING,274,8.38,6.02
36,VIC,Company 8,TRANSPORT AND STORAGE,488,8.97,5.48
24,NSW,Company 9,PROPERTY AND BUSINESS SERVICES,655,11.63,7.74
12,VIC,Company 9,PROPERTY AND BUSINESS SERVICES,199,10.93,7.63
12,VIC,Company 9,PROPERTY AND BUSINESS SERVICES,557,10.93,7.63
6,NSW,Company 10,PROPERTY AND BUSINESS SERVICES,100,14.67,9.91
6,NSW,Company 10,PROPERTY AND BUSINESS SERVICES,100,14.67,9.91
53,VIC,Company 11,RETAIL TRADE,454,11.93,7.93
12,QLD,Company 12,MANUFACTURING,237,6.92,5.49
12,QLD,Company 12,MANUFACTURING,3195,6.92,5.49
12,QLD,Company 12,MANUFACTURING,352,6.92,5.49
12,QLD,Company 12,MANUFACTURING,405,6.92,5.49
12,QLD,Company 12,MANUFACTURING,313,6.92,5.49
12,QLD,Company 12,MANUFACTURING,200,6.92,5.49
12,QLD,Company 12,MANUFACTURING,399,6.92,5.49
12,SA,Company 12,MANUFACTURING,316,10.99,7.6
24,QLD,Company 13,PROPERTY AND BUSINESS SERVICES,489,9.84,6.94
36,NSW,Company 14,CULTURAL AND RECREATIONAL SERVICES,261,9.5,6.24
36,VIC,Company 15,WHOLESALE TRADE,682,11.68,8.28
12,NSW,Company 16,CULTURAL AND RECREATIONAL SERVICES,188,8.96,6.82
24,QLD,Company 17,FINANCE AND INSURANCE,355,10.73,7.86
48,VIC,Company 18,MANUFACTURING,220,5.01,2.91
48,VIC,Company 18,MANUFACTURING,219,5.01,2.91
48,SA,Company 19,RETAIL TRADE,305,14.88,9.03
12,NSW,Company 20,CULTURAL AND RECREATIONAL SERVICES,239,10.25,7.02
54,QLD,Company 21,PROPERTY AND BUSINESS SERVICES,134,9.82,6.97
35,NSW,Company 22,"ACCOMMODATION, CAFES AND RESTAURANTS",224,10.97,7.55
12,NSW,Company 23,MANUFACTURING,191,11.16,7.17
53,VIC,Company 24,RETAIL TRADE,206,12.99,9.5
54,NSW,Company 25,PROPERTY AND BUSINESS SERVICES,190,12.18,7.52
54,NSW,Company 25,PROPERTY AND BUSINESS SERVICES,637,12.18,7.52
54,NSW,Company 25,PROPERTY AND BUSINESS SERVICES,115,12.18,7.52
49,NSW,Company 26,PROPERTY AND BUSINESS SERVICES,117,8.88,6.46
17,VIC,Company 26,PROPERTY AND BUSINESS SERVICES,403,13.23,9.79
24,SA,Company 27,PERSONAL AND OTHER SERVICES,167,11.9,8.54
24,NSW,Company 28,MANUFACTURING,4902,9.37,5.95
24,VIC,Company 29,MANUFACTURING,159,8.39,6.14
24,VIC,Company 29,MANUFACTURING,185,8.39,6.14
51,QLD,Company 30,MANUFACTURING,190,7.54,6.05
51,QLD,Company 30,MANUFACTURING,190,7.54,6.05
36,VIC,Company 31,MANUFACTURING,119,11.19,9.05
36,NSW,Company 32,MANUFACTURING,257,10.03,7.16
12,SA,Company 33,MANUFACTURING,237,17.02,9.46
12,NSW,Company 34,MANUFACTURING,802,11.75,6.91
45,QLD,Company 35,CULTURAL AND RECREATIONAL SERVICES,100,7.65,4.9
36,NSW,Company 36,RETAIL TRADE,194,10.39,7.35
24,SA,Company 37,"ACCOMMODATION, CAFES AND RESTAURANTS",312,14.15,8.9
48,VIC,Company 38,FINANCE AND INSURANCE,325,10,8.17
12,SA,Company 39,MANUFACTURING,1412,11.52,7.39
12,SA,Company 39,MANUFACTURING,413,11.52,7.39
12,SA,Company 39,MANUFACTURING,1275,11.52,7.39
36,SA,Company 40,PROPERTY AND BUSINESS SERVICES,160,12.97,7.88
12,NSW,Company 41,MANUFACTURING,3466,9.76,6.91
12,VIC,Company 42,MANUFACTURING,130,7.95,6.47
12,VIC,Company 42,MANUFACTURING,520,7.95,6.47
48,VIC,Company 43,PROPERTY AND BUSINESS SERVICES,229,12.15,7.65
36,SA,Company 44,PROPERTY AND BUSINESS SERVICES,271,15.06,9.46
12,NSW,Company 45,CULTURAL AND RECREATIONAL SERVICES,203,11.77,7.82
12,NSW,Company 45,CULTURAL AND RECREATIONAL SERVICES,948,11.77,7.82
37,NSW,Company 46,CULTURAL AND RECREATIONAL SERVICES,330,10.88,7.86
37,NSW,Company 46,CULTURAL AND RECREATIONAL SERVICES,276,10.88,7.86
37,NSW,Company 46,CULTURAL AND RECREATIONAL SERVICES,261,10.88,7.86
37,NSW,Company 46,CULTURAL AND RECREATIONAL SERVICES,276,10.88,7.86
12,NSW,Company 47,"ACCOMMODATION, CAFES AND RESTAURANTS",627,12.45,7.3
36,VIC,Company 48,MANUFACTURING,657,10.23,5.97
48,QLD,Company 49,MANUFACTURING,1658,7.04,5.86
36,VIC,Company 49,MANUFACTURING,983,11.15,7.87
36,VIC,Company 49,MANUFACTURING,200,11.15,7.87
36,NSW,Company 50,RETAIL TRADE,792,10.31,6.69
36,NSW,Company 51,CULTURAL AND RECREATIONAL SERVICES,478,11.39,7.71
54,VIC,Company 52,WHOLESALE TRADE,521,12.15,7.69
12,NSW,Company 53,PROPERTY AND BUSINESS SERVICES,199,10.77,6.76
12,NSW,Company 53,PROPERTY AND BUSINESS SERVICES,952,10.77,6.76
12,NSW,Company 53,PROPERTY AND BUSINESS SERVICES,263,10.77,6.76
12,NSW,Company 53,PROPERTY AND BUSINESS SERVICES,784,10.77,6.76
12,QLD,Company 53,PROPERTY AND BUSINESS SERVICES,833,9.3,6.71
12,VIC,Company 53,PROPERTY AND BUSINESS SERVICES,553,11.5,7.47
12,VIC,Company 53,PROPERTY AND BUSINESS SERVICES,585,11.5,7.47
48,VIC,Company 54,"AGRICULTURE, FORESTRY AND FISHING",194,12.51,8.65
36,SA,Company 55,MANUFACTURING,461,11.34,7.56
12,VIC,Company 56,TRANSPORT AND STORAGE,536,14.82,7.65
24,QLD,Company 57,CULTURAL AND RECREATIONAL SERVICES,111,10.78,8.11
48,SA,Company 58,"ACCOMMODATION, CAFES AND RESTAURANTS",403,12.76,8.01
48,SA,Company 58,"ACCOMMODATION, CAFES AND RESTAURANTS",750,12.76,8.01
36,NSW,Company 59,MINING,248,13.02,8.63
36,NSW,Company 59,MINING,420,13.02,8.63
52,VIC,Company 60,MANUFACTURING,509,11.21,8.33
24,SA,Company 61,MANUFACTURING,176,13.54,9.43
48,VIC,Company 62,PROPERTY AND BUSINESS SERVICES,358,11.03,7.56
48,QLD,Company 63,CULTURAL AND RECREATIONAL SERVICES,832,8.92,6.33
24,QLD,Company 64,CONSTRUCTION,235,9.37,7.13
24,SA,Company 64,CONSTRUCTION,883,14.89,9.13
12,NSW,Company 65,PROPERTY AND BUSINESS SERVICES,181,12.13,7.58
12,NSW,Company 66,PROPERTY AND BUSINESS SERVICES,323,12.13,7.58
24,QLD,Company 67,CULTURAL AND RECREATIONAL SERVICES,152,7.66,5.66
12,SA,Company 68,MANUFACTURING,338,13.91,8.35
12,NSW,Company 69,PROPERTY AND BUSINESS SERVICES,473,9.53,6.75
55,SA,Company 70,PROPERTY AND BUSINESS SERVICES,345,21.66,11.33
48,VIC,Company 71,RETAIL TRADE,394,13.59,8.74
24,SA,Company 72,PROPERTY AND BUSINESS SERVICES,320,16.9,9.64
36,NSW,Company 73,MANUFACTURING,2201,10.66,7.15
36,SA,Company 74,MANUFACTURING,177,13.61,8.37
48,VIC,Company 75,PROPERTY AND BUSINESS SERVICES,394,12.3,7.91
48,QLD,Company 76,"ACCOMMODATION, CAFES AND RESTAURANTS",500,8.55,6
12,NSW,Company 77,CULTURAL AND RECREATIONAL SERVICES,1727,11.44,7
12,VIC,Company 78,PROPERTY AND BUSINESS SERVICES,160,9.22,6.81
36,QLD,Company 79,WHOLESALE TRADE,599,7.2,5.12
54,VIC,Company 80,PROPERTY AND BUSINESS SERVICES,191,10.68,7.98
12,NSW,Company 81,MANUFACTURING,269,11.09,6.93
12,NSW,Company 81,MANUFACTURING,1340,11.09,6.93
12,QLD,Company 81,MANUFACTURING,299,8.93,7.21
12,VIC,Company 82,TRANSPORT AND STORAGE,1904,11.64,7.53
12,VIC,Company 82,TRANSPORT AND STORAGE,360,11.64,7.53
54,NSW,Company 83,FINANCE AND INSURANCE,101,8.9,5.64
54,NSW,Company 83,FINANCE AND INSURANCE,156,8.9,5.64
12,QLD,Company 84,"ACCOMMODATION, CAFES AND RESTAURANTS",625,8.7,6.78
12,VIC,Company 85,MANUFACTURING,571,9.21,7.1
48,QLD,Company 86,CULTURAL AND RECREATIONAL SERVICES,308,8.81,6.51
12,SA,Company 87,HEALTH AND COMMUNITY SERVICES,533,16.52,9.5
36,NSW,Company 88,WHOLESALE TRADE,137,10.73,8.24
36,QLD,Company 89,MANUFACTURING,287,12.2,7.78
12,QLD,Company 90,PROPERTY AND BUSINESS SERVICES,626,8.29,6.4
12,QLD,Company 90,PROPERTY AND BUSINESS SERVICES,473,8.29,6.4
37,SA,Company 91,MANUFACTURING,306,16.07,8.94
24,SA,Company 92,PROPERTY AND BUSINESS SERVICES,406,15.54,9.49
24,NSW,Company 93,MANUFACTURING,252,5.74,3.67
48,SA,Company 94,PROPERTY AND BUSINESS SERVICES,160,15.71,8.7
36,NSW,Company 95,"ACCOMMODATION, CAFES AND RESTAURANTS",341,8.47,5.8
12,QLD,Company 96,CULTURAL AND RECREATIONAL SERVICES,1037,8.46,6.39
36,NSW,Company 97,MANUFACTURING,1350,7.91,5.5
36,NSW,Company 98,MANUFACTURING,170,9.81,7.42
36,NSW,Company 98,MANUFACTURING,133,9.81,7.42
36,NSW,Company 98,MANUFACTURING,129,9.81,7.42
36,NSW,Company 98,MANUFACTURING,1724,9.81,7.42
36,NSW,Company 98,MANUFACTURING,1084,9.81,7.42
36,NSW,Company 98,MANUFACTURING,1084,9.81,7.42
36,NSW,Company 98,MANUFACTURING,321,9.81,7.42
36,NSW,Company 98,MANUFACTURING,103,9.81,7.42
36,NSW,Company 98,MANUFACTURING,2223,9.81,7.42
36,NSW,Company 98,MANUFACTURING,1383,9.81,7.42
48,NSW,Company 99,EDUCATION,777,8.3,5.55
28,NSW,Company 100,PROPERTY AND BUSINESS SERVICES,151,12.13,8.69
36,NSW,Company 100,PROPERTY AND BUSINESS SERVICES,220,10.88,7.44
33,VIC,Company 100,"ACCOMMODATION, CAFES AND RESTAURANTS",185,11.55,7.94
36,QLD,Company 101,PROPERTY AND BUSINESS SERVICES,121,8.95,6.66
36,QLD,Company 101,PROPERTY AND BUSINESS SERVICES,200,8.95,6.66
36,QLD,Company 101,PROPERTY AND BUSINESS SERVICES,236,8.95,6.66
36,QLD,Company 101,PROPERTY AND BUSINESS SERVICES,203,8.95,6.66
36,QLD,Company 101,"ACCOMMODATION, CAFES AND RESTAURANTS",200,8.95,6.66
36,NSW,Company 102,CONSTRUCTION,204,15.25,9.8
36,VIC,Company 103,MANUFACTURING,149,9.55,8.41
54,NSW,Company 104,PROPERTY AND BUSINESS SERVICES,190,9.54,6.27
12,QLD,Company 105,MANUFACTURING,189,9.82,6.98
12,QLD,Company 105,MANUFACTURING,243,9.82,6.98
12,QLD,Company 105,MANUFACTURING,100,9.82,6.98
12,QLD,Company 105,MANUFACTURING,219,9.82,6.98
12,QLD,Company 105,MANUFACTURING,289,9.82,6.98
12,QLD,Company 105,MANUFACTURING,1396,9.82,6.98
12,QLD,Company 105,RETAIL TRADE,722,9.82,6.98
12,QLD,Company 105,MANUFACTURING,2461,9.82,6.98
12,QLD,Company 105,MANUFACTURING,158,9.82,6.98
36,SA,Company 106,HEALTH AND COMMUNITY SERVICES,182,18.91,9.16
48,NSW,Company 107,PROPERTY AND BUSINESS SERVICES,119,12.55,8.9
12,NSW,Company 108,HEALTH AND COMMUNITY SERVICES,561,11.61,6.7
12,QLD,Company 109,PROPERTY AND BUSINESS SERVICES,382,9.04,7.03
36,QLD,Company 110,TRANSPORT AND STORAGE,268,12.8,7.42
36,QLD,Company 110,TRANSPORT AND STORAGE,193,12.8,7.42
12,NSW,Company 111,PROPERTY AND BUSINESS SERVICES,207,11.46,7.17
12,NSW,Company 112,MANUFACTURING,890,8.49,5.93
12,NSW,Company 112,MANUFACTURING,109,8.49,5.93
48,SA,Company 113,EDUCATION,140,15.87,8.83
12,NSW,Company 114,MANUFACTURING,728,9.54,7.05
36,QLD,Company 115,MANUFACTURING,1423,9.42,6.5
36,QLD,Company 116,RETAIL TRADE,171,8.43,6.35
39,QLD,Company 116,RETAIL TRADE,161,8.82,6.51
12,VIC,Company 117,GOVERNMENT ADMINISTRATION AND DEFENCE,193,9.22,6.81
24,SA,Company 118,HEALTH AND COMMUNITY SERVICES,249,19.15,10.65
54,VIC,Company 119,PROPERTY AND BUSINESS SERVICES,750,12.87,8.03
12,SA,Company 120,WHOLESALE TRADE,169,15.67,8.76
12,SA,Company 120,WHOLESALE TRADE,181,15.67,8.76
36,NSW,Company 121,"ACCOMMODATION, CAFES AND RESTAURANTS",226,11.84,7.88
12,SA,Company 122,PERSONAL AND OTHER SERVICES,156,14.67,8.7
12,SA,Company 122,PERSONAL AND OTHER SERVICES,202,14.67,8.7
48,NSW,Company 123,RETAIL TRADE,448,9.81,6.39
36,VIC,Company 124,MANUFACTURING,2205,11.42,8.42
30,VIC,Company 124,MANUFACTURING,2205,11.42,8.42
24,QLD,Company 125,CULTURAL AND RECREATIONAL SERVICES,253,10.89,8.44
48,SA,Company 126,PROPERTY AND BUSINESS SERVICES,525,14.58,8.89
24,VIC,Company 127,"ACCOMMODATION, CAFES AND RESTAURANTS",437,15.12,9.15
24,VIC,Company 127,"ACCOMMODATION, CAFES AND RESTAURANTS",243,15.12,9.15
12,NSW,Company 128,CONSTRUCTION,175,11.11,7.16
24,VIC,Company 129,MANUFACTURING,136,11.84,8.91
12,SA,Company 130,HEALTH AND COMMUNITY SERVICES,357,14.06,7.9
36,SA,Company 131,"AGRICULTURE, FORESTRY AND FISHING",190,16.75,9.21
12,QLD,Company 132,CULTURAL AND RECREATIONAL SERVICES,451,8.74,6.16
36,SA,Company 133,HEALTH AND COMMUNITY SERVICES,196,13.89,9.01
48,SA,Company 134,MANUFACTURING,273,13.5,8.72
24,QLD,Company 135,MANUFACTURING,125,10.74,8.26
24,QLD,Company 135,MANUFACTURING,125,10.74,8.26
24,QLD,Company 135,MANUFACTURING,250,10.74,8.26
12,SA,Company 136,HEALTH AND COMMUNITY SERVICES,175,16.23,9.36
12,NSW,Company 137,CULTURAL AND RECREATIONAL SERVICES,1092,11.56,7.83
24,NSW,Company 138,PROPERTY AND BUSINESS SERVICES,253,10.81,6.68
12,NSW,Company 139,EDUCATION,379,10,6.61
24,QLD,Company 140,PROPERTY AND BUSINESS SERVICES,128,8.7,6.69
12,SA,Company 141,MANUFACTURING,220,12.98,8.17
12,NSW,Company 142,PROPERTY AND BUSINESS SERVICES,104,10.21,8.24
34,VIC,Company 143,"ACCOMMODATION, CAFES AND RESTAURANTS",246,10.71,7.37
36,NSW,Company 144,RETAIL TRADE,178,10.36,6.62
36,NSW,Company 144,RETAIL TRADE,339,10.36,6.62
36,SA,Company 145,PROPERTY AND BUSINESS SERVICES,2375,14.66,9.84
12,QLD,Company 146,PROPERTY AND BUSINESS SERVICES,629,9.04,7.03
48,NSW,Company 147,"ACCOMMODATION, CAFES AND RESTAURANTS",204,10.81,7.22
12,NSW,Company 148,"ACCOMMODATION, CAFES AND RESTAURANTS",184,10.7,7.08
36,SA,Company 149,RETAIL TRADE,163,17,9.95
48,QLD,Company 150,RETAIL TRADE,137,9.35,6.65
12,NSW,Company 151,"ACCOMMODATION, CAFES AND RESTAURANTS",248,12.06,6.85
24,SA,Company 152,"ACCOMMODATION, CAFES AND RESTAURANTS",738,15.4,9.24
36,NSW,Company 153,MANUFACTURING,174,9.5,6.03
12,NSW,Company 154,PROPERTY AND BUSINESS SERVICES,1977,12.52,7.12
12,NSW,Company 154,PROPERTY AND BUSINESS SERVICES,1624,12.52,7.12
12,NSW,Company 155,PROPERTY AND BUSINESS SERVICES,296,12.13,7.58
48,NSW,Company 156,MANUFACTURING,103,11.49,8
48,QLD,Company 157,PROPERTY AND BUSINESS SERVICES,3180,8.53,6.19
48,SA,Company 158,"AGRICULTURE, FORESTRY AND FISHING",123,15.47,8.71
48,VIC,Company 159,PROPERTY AND BUSINESS SERVICES,535,12.65,8.68
36,VIC,Company 160,MANUFACTURING,606,8.87,6.11
24,SA,Company 161,EDUCATION,593,11.15,7.81
24,SA,Company 161,EDUCATION,360,11.15,7.81
24,SA,Company 161,EDUCATION,164,11.15,7.81
23,SA,Company 161,EDUCATION,160,11.15,7.81
24,SA,Company 161,EDUCATION,266,11.15,7.81
24,SA,Company 161,EDUCATION,143,11.15,7.81
12,VIC,Company 162,PROPERTY AND BUSINESS SERVICES,210,10.47,7.2
54,SA,Company 163,MANUFACTURING,339,16.14,8.97
12,SA,Company 164,HEALTH AND COMMUNITY SERVICES,307,14.06,7.9
12,VIC,Company 165,GOVERNMENT ADMINISTRATION AND DEFENCE,283,9.22,6.81
12,NSW,Company 166,PROPERTY AND BUSINESS SERVICES,143,12.13,7.58
12,NSW,Company 167,RETAIL TRADE,117,12.29,7.6
54,VIC,Company 168,CONSTRUCTION,213,12.87,8.57
12,SA,Company 169,MANUFACTURING,204,8.65,4.52
36,QLD,Company 170,PROPERTY AND BUSINESS SERVICES,349,9.71,6.8
36,NSW,Company 171,CULTURAL AND RECREATIONAL SERVICES,1331,9.74,5.77
12,NSW,Company 172,PROPERTY AND BUSINESS SERVICES,650,10.31,7.33
24,SA,Company 173,RETAIL TRADE,256,17.99,10.44
36,SA,Company 174,MANUFACTURING,383,13.19,8.87
36,QLD,Company 175,MANUFACTURING,294,9.08,8.26
12,NSW,Company 176,CULTURAL AND RECREATIONAL SERVICES,480,10.07,7.03
12,VIC,Company 177,GOVERNMENT ADMINISTRATION AND DEFENCE,622,9.22,6.81
12,VIC,Company 177,GOVERNMENT ADMINISTRATION AND DEFENCE,328,9.22,6.81
48,NSW,Company 178,PROPERTY AND BUSINESS SERVICES,182,12.73,9.24
12,VIC,Company 179,GOVERNMENT ADMINISTRATION AND DEFENCE,122,9.22,6.81
12,VIC,Company 179,GOVERNMENT ADMINISTRATION AND DEFENCE,261,9.22,6.81
12,NSW,Company 180,"ACCOMMODATION, CAFES AND RESTAURANTS",796,10.54,7
36,SA,Company 181,PROPERTY AND BUSINESS SERVICES,170,16.21,10.24
36,SA,Company 182,WHOLESALE TRADE,154,17.04,9.1
48,SA,Company 183,MINING,233,15.53,8.77
29,NSW,Company 184,TRANSPORT AND STORAGE,166,12.75,9.51
48,QLD,Company 185,CULTURAL AND RECREATIONAL SERVICES,106,8.61,6.27
37,VIC,Company 186,PROPERTY AND BUSINESS SERVICES,360,10.57,6.18
36,VIC,Company 187,HEALTH AND COMMUNITY SERVICES,145,13.66,8.23
24,SA,Company 188,PROPERTY AND BUSINESS SERVICES,300,14.58,8.67
24,QLD,Company 189,PROPERTY AND BUSINESS SERVICES,136,7.79,5.95
24,QLD,Company 189,PROPERTY AND BUSINESS SERVICES,597,7.79,5.95
12,NSW,Company 190,PROPERTY AND BUSINESS SERVICES,175,12.13,7.58
31,QLD,Company 191,PROPERTY AND BUSINESS SERVICES,493,7.9,6.11
31,QLD,Company 191,PROPERTY AND BUSINESS SERVICES,312,7.9,6.11
24,QLD,Company 191,PROPERTY AND BUSINESS SERVICES,336,7.79,5.95
24,NSW,Company 192,MANUFACTURING,197,12.29,8.95
12,NSW,Company 193,PROPERTY AND BUSINESS SERVICES,284,11.99,7.52
12,SA,Company 194,"AGRICULTURE, FORESTRY AND FISHING",3273,16.98,8.26
48,VIC,Company 195,MANUFACTURING,102,10.77,7.83
12,NSW,Company 196,"ACCOMMODATION, CAFES AND RESTAURANTS",177,10.8,7.19
48,QLD,Company 197,RETAIL TRADE,164,8.82,6.38
24,SA,Company 198,PROPERTY AND BUSINESS SERVICES,313,16.85,10.25
12,NSW,Company 199,PROPERTY AND BUSINESS SERVICES,114,12.13,7.58
24,NSW,Company 200,"ACCOMMODATION, CAFES AND RESTAURANTS",428,11.09,6.8
48,NSW,Company 201,WHOLESALE TRADE,274,12.82,7.52
48,NSW,Company 202,PROPERTY AND BUSINESS SERVICES,134,11.58,7.97
36,QLD,Company 203,PERSONAL AND OTHER SERVICES,408,10.19,7.32
54,VIC,Company 204,PROPERTY AND BUSINESS SERVICES,249,10.45,8.23
12,NSW,Company 205,PROPERTY AND BUSINESS SERVICES,193,12.13,7.58
12,NSW,Company 206,"ACCOMMODATION, CAFES AND RESTAURANTS",157,11.07,7.46
48,NSW,Company 207,CULTURAL AND RECREATIONAL SERVICES,176,8.06,5.61
48,NSW,Company 207,CULTURAL AND RECREATIONAL SERVICES,227,8.06,5.61
12,VIC,Company 208,MANUFACTURING,1536,11.1,7.9
48,QLD,Company 209,"ACCOMMODATION, CAFES AND RESTAURANTS",216,8.64,6.47
12,SA,Company 210,HEALTH AND COMMUNITY SERVICES,114,14.06,7.9
48,VIC,Company 211,MANUFACTURING,472,10.1,7.59
34,VIC,Company 212,PERSONAL AND OTHER SERVICES,181,11.71,7.9
34,VIC,Company 212,PERSONAL AND OTHER SERVICES,155,11.71,7.9
24,VIC,Company 213,"ACCOMMODATION, CAFES AND RESTAURANTS",455,11.91,7.63
54,VIC,Company 214,MANUFACTURING,548,9.83,6.23
24,NSW,Company 215,WHOLESALE TRADE,1329,10.28,7.13
39,VIC,Company 215,WHOLESALE TRADE,120,9.69,7.33
24,VIC,Company 215,WHOLESALE TRADE,118,14.65,8.65
40,VIC,Company 215,WHOLESALE TRADE,268,10.86,7.56
48,VIC,Company 216,PERSONAL AND OTHER SERVICES,137,12.88,11.78
24,NSW,Company 217,CULTURAL AND RECREATIONAL SERVICES,145,12.5,7.82
24,NSW,Company 217,CULTURAL AND RECREATIONAL SERVICES,1648,12.5,7.82
36,NSW,Company 218,CULTURAL AND RECREATIONAL SERVICES,173,8.85,6.19
12,SA,Company 219,MANUFACTURING,364,14.61,10.11
36,SA,Company 220,WHOLESALE TRADE,503,20.03,9.89
25,VIC,Company 221,WHOLESALE TRADE,200,9.88,6.8
24,VIC,Company 221,WHOLESALE TRADE,494,9.66,7.51
24,VIC,Company 221,WHOLESALE TRADE,240,9.66,7.51
24,VIC,Company 221,WHOLESALE TRADE,1029,9.66,7.51
12,VIC,Company 222,WHOLESALE TRADE,291,13.1,6.94
48,NSW,Company 223,WHOLESALE TRADE,216,10.52,7.77
48,VIC,Company 224,PROPERTY AND BUSINESS SERVICES,484,13.21,7.64
48,NSW,Company 225,PROPERTY AND BUSINESS SERVICES,209,8.18,5.54
36,QLD,Company 226,CULTURAL AND RECREATIONAL SERVICES,110,8.39,6.21
12,VIC,Company 227,MANUFACTURING,310,11.37,7.89
12,NSW,Company 228,"ACCOMMODATION, CAFES AND RESTAURANTS",170,11.41,7.4
36,QLD,Company 229,HEALTH AND COMMUNITY SERVICES,198,9.83,7.57
24,NSW,Company 230,PROPERTY AND BUSINESS SERVICES,129,11.09,7.88
24,QLD,Company 231,PROPERTY AND BUSINESS SERVICES,135,8.74,6.75
24,QLD,Company 231,PROPERTY AND BUSINESS SERVICES,216,8.74,6.75
12,VIC,Company 232,MANUFACTURING,248,9.18,7.22
12,VIC,Company 232,MANUFACTURING,583,9.18,7.22
12,VIC,Company 232,MANUFACTURING,912,9.18,7.22
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,233,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,179,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,179,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,102,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,114,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,330,12.13,7.58
12,NSW,Company 233,PROPERTY AND BUSINESS SERVICES,230,12.13,7.58
36,QLD,Company 234,EDUCATION,445,7.77,5.41
35,VIC,Company 235,TRANSPORT AND STORAGE,354,12.18,8.67
36,VIC,Company 235,PROPERTY AND BUSINESS SERVICES,354,12.18,8.67
36,SA,Company 236,CONSTRUCTION,651,15.73,9.37
36,SA,Company 237,CONSTRUCTION,141,15.11,8.23
12,QLD,Company 238,RETAIL TRADE,280,11.36,6.72
12,VIC,Company 239,PROPERTY AND BUSINESS SERVICES,129,11.22,7.35
48,QLD,Company 240,PROPERTY AND BUSINESS SERVICES,478,8.55,6.48
48,QLD,Company 240,PROPERTY AND BUSINESS SERVICES,602,8.55,6.48
36,QLD,Company 241,PROPERTY AND BUSINESS SERVICES,529,9.34,6.81
48,QLD,Company 242,COMMUNICATION SERVICES,558,8.48,6.1
12,NSW,Company 243,PROPERTY AND BUSINESS SERVICES,188,11.98,7.52
36,SA,Company 244,RETAIL TRADE,430,17.41,8.43
36,SA,Company 244,RETAIL TRADE,236,17.41,8.43
36,NSW,Company 245,TRANSPORT AND STORAGE,734,10.46,6.65
54,NSW,Company 246,PROPERTY AND BUSINESS SERVICES,226,10.97,7.13
12,NSW,Company 247,RETAIL TRADE,150,13.13,8.67
12,NSW,Company 248,PROPERTY AND BUSINESS SERVICES,116,12.13,7.58
48,QLD,Company 249,CULTURAL AND RECREATIONAL SERVICES,425,8.49,6.19
36,NSW,Company 250,"ACCOMMODATION, CAFES AND RESTAURANTS",238,10.6,6.96
12,NSW,Company 251,PROPERTY AND BUSINESS SERVICES,347,12.13,6.69
12,NSW,Company 252,PROPERTY AND BUSINESS SERVICES,260,12.04,7.63
12,VIC,Company 253,MANUFACTURING,1965,12.33,6.94
24,SA,Company 254,MANUFACTURING,1096,16.75,10
36,SA,Company 255,PROPERTY AND BUSINESS SERVICES,155,15.05,9.39
12,QLD,Company 256,RETAIL TRADE,145,8.64,6.07
24,VIC,Company 257,RETAIL TRADE,1188,5.55,3.45
36,SA,Company 258,MANUFACTURING,478,14.23,9.12
36,QLD,Company 259,WHOLESALE TRADE,1464,7.16,5.62
12,VIC,Company 260,MINING,149,10.43,6.77
12,VIC,Company 260,MINING,131,10.43,6.77
12,VIC,Company 260,MINING,151,10.43,6.77
12,VIC,Company 260,MINING,307,10.43,6.77
12,VIC,Company 260,MINING,679,10.43,6.77
12,VIC,Company 260,MINING,104,10.43,6.77
12,VIC,Company 260,MINING,169,10.43,6.77
12,VIC,Company 260,MINING,114,10.43,6.77
12,VIC,Company 260,MINING,171,10.43,6.77
12,VIC,Company 260,MINING,141,10.43,6.77
12,VIC,Company 260,MINING,619,10.43,6.77
12,VIC,Company 260,MINING,194,10.43,6.77
12,VIC,Company 260,MINING,354,10.43,6.77
